date,temperature_c,humidity_percent,wind_speed_kmh,pressure_hpa,target_temp_c
2020-01-01,16.748166090307606,80.99033154879004,6.624108625128092,993.9219244212261,15.101178005690565
2020-01-02,15.101178005690565,73.86950524369153,9.277406646422412,1004.396149892205,17.716831117343204
2020-01-03,17.716831117343204,60.89445554880261,6.037900395000193,1008.8639446657836,20.600420696441166
2020-01-04,20.600420696441166,50.295948334416394,8.460192351804798,1031.876876573402,15.586131439749982
2020-01-05,15.586131439749982,70.47334970420386,0.5319266652310723,1018.5655312453375,15.84305981480014
2020-01-06,15.84305981480014,65.90228078132624,11.066468536864694,999.6451843090011,21.539530924257434
2020-01-07,21.539530924257434,73.42789830041599,10.00602737681112,1017.8603628941763,19.360085248307737
2020-01-08,19.360085248307737,69.52757702522955,5.914556844659047,997.5269601106163,15.904637555635484
2020-01-09,15.904637555635484,75.74329072979003,13.296228342162024,1023.8269105388707,19.195336024910894
2020-01-10,19.195336024910894,51.97147182659148,14.68785068813279,1008.2887534818212,16.431238185739577
2020-01-11,16.431238185739577,79.76091098451488,1.9622006781551296,1012.0636381126083,16.677302448831657
2020-01-12,16.677302448831657,62.96399407038599,6.186376107168929,1026.2579664754219,19.05246917804533
2020-01-13,19.05246917804533,91.12891308937898,6.154288251063509,1000.1283643141575,12.837847893937754
2020-01-14,12.837847893937754,49.66218272865648,5.300484494455676,999.0288181488701,13.652982699311492
2020-01-15,13.652982699311492,86.03945704747875,14.147374209658743,1007.1640067365399,17.389788489344117
2020-01-16,17.389788489344117,62.96866175193972,9.030869306135983,1023.3837885101932,16.285866249639493
2020-01-17,16.285866249639493,50.22872994578327,8.677425793446947,997.8065392452315,20.51353049442327
2020-01-18,20.51353049442327,52.741712489185176,0.0,984.6784440188943,17.091792586215433
2020-01-19,17.091792586215433,55.1947903770852,13.177090151046132,1008.48841141591,15.822604933036889
2020-01-20,15.822604933036889,66.36248919602875,3.8037080257326377,1018.5174079991092,24.69861637587598
2020-01-21,24.69861637587598,67.8425323205325,10.299663151331641,1025.0026174973882,19.86492635025114
2020-01-22,19.86492635025114,51.394499940921314,11.386884689790959,1008.368386379146,20.983785005878655
2020-01-23,20.983785005878655,59.634681116085254,16.803292979193255,1008.88573392884,16.744190223072145
2020-01-24,16.744190223072145,92.13405537917795,3.45589800440444,1024.5390073425574,19.62074004635538
2020-01-25,19.62074004635538,85.91314755151066,0.0,994.3025830030458,21.820258801139282
2020-01-26,21.820258801139282,66.54485504511048,10.919247723768475,1009.1147922481699,18.26619335885146
2020-01-27,18.26619335885146,60.570052172523006,19.002555907554267,1014.9042388992506,23.07596289354939
2020-01-28,23.07596289354939,61.80046990077392,16.19473176469719,1017.4921872128504,20.374591234064102
2020-01-29,20.374591234064102,69.20276959095625,11.048297076373128,1007.9019330680911,21.526940875778728
2020-01-30,21.526940875778728,44.658111522023916,7.541819071839763,1013.3444101170584,20.82022673237449
2020-01-31,20.82022673237449,56.139351938649824,14.035612983186551,988.1167264658701,28.4032491037638
2020-02-01,28.4032491037638,34.97123889183616,5.132269001477657,1006.4175158766615,23.02466897689541
2020-02-02,23.02466897689541,65.98834683907918,12.381788846781095,1017.5350871255447,20.108387354321113
2020-02-03,20.108387354321113,69.70793909554112,12.527350795833135,1003.1770596574532,25.963063732531353
2020-02-04,25.963063732531353,52.75220306550939,15.3010495374944,1013.5898422158959,20.044292967223402
2020-02-05,20.044292967223402,83.6098014493505,23.798300194555388,1017.468725008027,24.54223313378901
2020-02-06,24.54223313378901,41.61351505496488,11.962079835893835,1009.5745079914224,18.242812126763802
2020-02-07,18.242812126763802,38.0343767968527,7.455181871462506,1014.7046377099657,20.340745207302927
2020-02-08,20.340745207302927,63.36677727839958,9.872128439040027,1003.3726743471539,25.11660840990853
2020-02-09,25.11660840990853,75.70647453918232,1.1546204755544096,1010.9338872030395,26.939326886621913
2020-02-10,26.939326886621913,85.25891537186803,6.526434344554709,1019.1021616958923,25.43305696805449
2020-02-11,25.43305696805449,53.1167360569659,7.95358780943448,1014.5697296096844,24.76409707765452
2020-02-12,24.76409707765452,76.18021250146944,7.379558010327037,1007.1346873043607,24.39682861840946
2020-02-13,24.39682861840946,59.422372957489394,10.76177436016861,1015.2421640429079,21.05062353738106
2020-02-14,21.05062353738106,57.41059050088771,5.887900338088997,1020.1460979063662,23.509603654423103
2020-02-15,23.509603654423103,73.25489906230008,15.605153336622358,992.5005872142252,24.46700956877672
2020-02-16,24.46700956877672,69.78484317620129,10.001035324590985,1024.590740649559,29.196871790650867
2020-02-17,29.196871790650867,36.35411764523626,9.953498394306928,1009.6374526131892,27.22967658669158
2020-02-18,27.22967658669158,82.14810524588844,8.36052641743541,1017.2548993324023,21.079703946372007
2020-02-19,21.079703946372007,80.70137031221176,10.775953419294895,1024.9724692364523,27.507714797068157
2020-02-20,27.507714797068157,50.61655947735706,14.125491323338174,999.2832630276953,25.543440995001816
2020-02-21,25.543440995001816,65.93705300156114,5.664348921445498,1005.9055899757245,24.827684952755348
2020-02-22,24.827684952755348,67.41045279424108,6.709417554623717,1010.114513041243,28.84973383119696
2020-02-23,28.84973383119696,63.910106487358604,8.481369856116677,1005.1624647887558,30.260402198666284
2020-02-24,30.260402198666284,51.7454226923187,3.2706453826339255,1030.349365758368,30.110342124541933
2020-02-25,30.110342124541933,49.92564948092922,5.903710701392511,1004.4322790617321,24.944302682513953
2020-02-26,24.944302682513953,59.61668893512832,7.618895632276705,1007.4445322051313,26.67608391656406
2020-02-27,26.67608391656406,77.59093528889048,14.371945903563638,1015.0438903160298,28.7355474864329
2020-02-28,28.7355474864329,68.15400231891648,11.312806645009625,1000.9785047392392,30.80265823074545
2020-02-29,30.80265823074545,54.44078501870841,10.967949556837722,1009.0431928824373,26.568955570682252
2020-03-01,26.568955570682252,71.57548065972517,14.25448981083986,1016.1745326125017,27.576107962888003
2020-03-02,27.576107962888003,17.27186069054887,9.313141058003017,1009.6713959561749,24.93680028841188
